,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
116,200927901010003,0652250701,3,106917.2,PNS,"[  0.38709677   0.           0.           0.           1.4936515
   0.15670512  -0.83733391 -24.32674408]"
117,203054801010003,0305480101,3,74992.19,PNS,"[ 0.35135135  0.          0.          0.          1.56995691  0.15774717
 -0.67481224  3.99199224]"
118,202006301010002,0830420101,1,58289.3,PNU,"[ 0.28571429  0.          0.          0.          1.39732081  0.03695562
 -0.71999123  0.58759731]"
119,205562803010009,0556280301,9,69329.0,PNS,"[ 0.2826087   0.          0.          0.          1.18144232  0.37178385
  0.21075593 -1.8926158 ]"
120,206022901010011,0602290101,11,66573.0,PNX,"[ 0.27027027  0.          0.          0.          0.51781746  1.40414337
  1.07648133 -3.94225931]"
121,201485605010014,0148560501,14,63349.92,PNU,"[0.2        0.02857143 0.         0.         0.91874381 1.61142401
 2.37007878 2.79542828]"
122,201237001010013,0022740201,10,54865.18,PNS,"[ 0.3125      0.          0.          0.          0.74942421  0.18385956
  0.07081402 -2.41554046]"
123,207818303010002,0781830301,2,50384.39,PNS,"[ 0.25        0.          0.          0.          0.99052486 -0.95597425
 -0.83801223  0.52793252]"
124,203024201010016,0302420101,16,79787.31,PNS,"[ 0.12727273  0.01818182  0.01818182  0.          0.78243058  2.71898768
 10.0981146  -0.03401993]"
125,200813408010015,0803910401,40,85115.39,PNS,"[  0.140625     0.046875     0.           0.           0.36240741
   2.08500308   3.18348401 -10.89096642]"
126,208025601010002,0802560101,2,52213.41,PNS,"[ 0.2         0.          0.          0.          0.40332324  1.25450559
 -0.04498153 -3.13515854]"
127,206733101015012,0821800201,8,118557.0,PNU,"[0.14473684 0.03947368 0.01315789 0.         0.63834381 2.59362862
 7.41155358 0.82609528]"
128,206733101015012,0821800301,7,103607.4,PNS,"[ 0.22368421  0.01315789  0.          0.          1.12056322  1.38759802
  1.34034085 -5.72003984]"
129,201125219010074,0824610201,72,77832.77,PNS,"[ 0.10416667  0.04166667  0.02083333  0.          0.76079336  2.92925548
 10.45368484  1.0378716 ]"
130,208039103010033,0803910301,33,75332.39,PNS,"[ 0.21311475  0.          0.          0.          1.569587    1.06080556
 -0.16219831  8.97409916]"
